,pupID,outcome,age.challenge,sex,chal.time,litterID,chal.status,weight.challenge,dob.pups,v18.hour.post.challenge,v18.weight,v18.energy.high,v18.energy.low,v18.righting.response.high,v18.righting.response.low,v24.hour.post.challenge,v24.weight,v24.energy.high,v24.energy.low,v24.righting.response.high,v24.righting.response.low,weight.change.0.24,weight.change.0.18,weight.change.18.24,direction.of.weight.change.18.24,change.righting.high,change.righting.low,removed
195,R3.f.G2.2017-08-30,die,7,f,5:20 PM,G2.2017-08-30,challenged,4.68,8/30/17,18.08,4.61,lethargic,non mobile,ftr,ftr,23.83,4.44,mobile,lethargic,rights,ftr,-0.24,-0.07,-0.17,lose,ftr.to.rights,ftr.to.ftr,keep
196,F1.m.F7.2017-06-12,live,7,m,5:15 PM,F7.2017-06-12,challenged,4.11,6/12/17,18,3.92,lethargic,non mobile,rights,rights,23.83,3.77,mobile,lethargic,rights,rights,-0.34,-0.19,-0.15,lose,rights.to.rights,rights.to.rights,keep
197,R1.m.F7.2017-06-12,live,7,m,5:15 PM,F7.2017-06-12,challenged,4.04,6/12/17,18,3.89,lethargic,mobile,rights,ftr,23.83,3.73,lethargic,mobile,rights,ftr,-0.31,-0.15,-0.16,lose,rights.to.rights,ftr.to.ftr,keep
198,F2.f.F7.2017-06-12,die,7,f,5:15 PM,F7.2017-06-12,challenged,4.21,6/12/17,18,3.9,lethargic,lethargic,rights,ftr,23.83,3.78,mobile,mobile,ftr,ftr,-0.43,-0.31,-0.12,lose,rights.to.ftr,ftr.to.ftr,keep
199,R2.f.F7.2017-06-12,die,7,f,5:15 PM,F7.2017-06-12,challenged,3.97,6/12/17,18,3.86,non mobile,mobile,rights,ftr,23.83,3.74,non mobile,non mobile,ftr,ftr,-0.23,-0.11,-0.12,lose,rights.to.ftr,ftr.to.ftr,remove
200,F3.m.F7.2017-06-12,live,7,m,5:15 PM,F7.2017-06-12,challenged,4.04,6/12/17,18,3.89,lethargic,non mobile,rights,rights,23.83,4.02,lethargic,lethargic,rights,rights,-0.02,-0.15,0.13,gain,rights.to.rights,rights.to.rights,keep
201,R3.m.F7.2017-06-12,live,7,m,5:15 PM,F7.2017-06-12,challenged,3.91,6/12/17,18,3.69,lethargic,non mobile,rights,rights,23.83,3.65,lethargic,lethargic,rights,rights,-0.26,-0.22,-0.04,lose,rights.to.rights,rights.to.rights,keep
202,F4.f.F7.2017-06-12,live,7,f,5:15 PM,F7.2017-06-12,challenged,3.89,6/12/17,18,3.77,lethargic,mobile,rights,ftr,23.83,3.57,mobile,lethargic,rights,rights,-0.32,-0.12,-0.2,lose,rights.to.rights,ftr.to.rights,keep
203,F1.f.F8.2017-06-19,die,7,f,4:45 PM,F8.2017-06-19,challenged,3.33,6/19/17,18.33,3.14,mobile,mobile,ftr,ftr,24.58,3.05,non mobile,non mobile,ftr,ftr,-0.28,-0.19,-0.09,lose,ftr.to.ftr,ftr.to.ftr,remove
204,R1.f.F8.2017-06-19,die,7,f,4:45 PM,F8.2017-06-19,challenged,3.3,6/19/17,18.33,3.15,lethargic,mobile,rights,ftr,24.58,3.13,mobile,lethargic,rights,rights,-0.17,-0.15,-0.02,lose,rights.to.rights,ftr.to.rights,remove
205,F2.m.F8.2017-06-19,die,7,m,4:45 PM,F8.2017-06-19,challenged,3.04,6/19/17,18.33,2.89,lethargic,mobile,rights,ftr,24.58,2.77,mobile,mobile,ftr,ftr,-0.27,-0.15,-0.12,lose,rights.to.ftr,ftr.to.ftr,remove
206,R2.m.F8.2017-06-19,die,7,m,4:45 PM,F8.2017-06-19,challenged,3.42,6/19/17,18.33,3.31,lethargic,non mobile,rights,rights,24.58,3.16,non mobile,mobile,rights,ftr,-0.26,-0.11,-0.15,lose,rights.to.rights,rights.to.ftr,remove
207,F3.f.F8.2017-06-19,die,7,f,4:45 PM,F8.2017-06-19,challenged,3.65,6/19/17,18.33,3.41,mobile,non mobile,rights,rights,24.58,3.3,lethargic,mobile,rights,ftr,-0.35,-0.24,-0.11,lose,rights.to.rights,rights.to.ftr,remove
208,R1.f.F7.2017-06-19,live,7,f,5:10 PM,F7.2017-06-19,challenged,3.48,6/19/17,18.08,3.42,mobile,mobile,ftr,ftr,24.33,3.24,lethargic,mobile,rights,ftr,-0.24,-0.06,-0.18,lose,ftr.to.rights,ftr.to.ftr,remove
209,F2.m.F7.2017-06-19,live,7,m,5:10 PM,F7.2017-06-19,challenged,3.67,6/19/17,18.08,3.51,lethargic,lethargic,rights,rights,24.33,3.5,mobile,mobile,rights,rights,-0.17,-0.16,-0.01,lose,rights.to.rights,rights.to.rights,remove
210,F3.f.F7.2017-06-19,live,7,f,5:10 PM,F7.2017-06-19,challenged,3.66,6/19/17,18.08,3.5,mobile,mobile,rights,rights,24.33,3.44,mobile,mobile,rights,rights,-0.22,-0.16,-0.06,lose,rights.to.rights,rights.to.rights,remove
211,F2.m.F9.2017-06-22,die,7,m,5:25 PM,F9.2017-06-22,challenged,3.28,6/22/17,17.67,3.16,non mobile,mobile,rights,ftr,23.58,3.06,non mobile,mobile,rights,ftr,-0.22,-0.12,-0.1,lose,rights.to.rights,ftr.to.ftr,remove
212,F3.f.F9.2017-06-22,die,7,f,5:25 PM,F9.2017-06-22,challenged,3.23,6/22/17,17.67,3.1,mobile,mobile,ftr,ftr,23.58,3.05,non mobile,non mobile,rights,rights,-0.18,-0.13,-0.05,lose,ftr.to.rights,ftr.to.rights,remove
213,R1.f.F9.2017-06-22,die,7,f,5:25 PM,F9.2017-06-22,challenged,3.63,6/22/17,17.67,3.47,non mobile,mobile,rights,ftr,23.58,3.38,non mobile,mobile,rights,ftr,-0.25,-0.16,-0.09,lose,rights.to.rights,ftr.to.ftr,remove
214,R2.f.F9.2017-06-22,die,7,f,5:25 PM,F9.2017-06-22,challenged,3.05,6/22/17,17.67,2.96,mobile,mobile,ftr,ftr,23.58,2.87,mobile,mobile,ftr,ftr,-0.18,-0.09,-0.09,lose,ftr.to.ftr,ftr.to.ftr,remove
215,F1.m.F10.2017-06-22,live,7,m,5:05 PM,F10.2017-06-22,challenged,3.57,6/22/17,17.92,3.93,lethargic,lethargic,rights,rights,23.75,4.04,mobile,mobile,rights,rights,0.47,0.36,0.11,gain,rights.to.rights,rights.to.rights,remove
216,F3.m.F10.2017-06-22,live,7,m,5:05 PM,F10.2017-06-22,challenged,3.95,6/22/17,17.92,3.76,mobile,mobile,rights,rights,23.75,3.7,lethargic,lethargic,rights,rights,-0.25,-0.19,-0.06,lose,rights.to.rights,rights.to.rights,keep
217,R2.f.F10.2017-06-22,live,7,f,5:05 PM,F10.2017-06-22,challenged,3.88,6/22/17,17.92,3.68,mobile,mobile,rights,ftr,23.75,3.57,mobile,mobile,rights,rights,-0.31,-0.2,-0.11,lose,rights.to.rights,ftr.to.rights,keep
218,R1.m.F6.2017-07-17,live,7,m,4:00 PM,F6.2017-07-17,challenged,4.44,7/17/17,17.75,4.19,non mobile,mobile,rights,ftr,24,4.07,non mobile,mobile,rights,ftr,-0.37,-0.25,-0.12,lose,rights.to.rights,ftr.to.ftr,keep
219,F2.f.F7.2017-07-17,die,7,f,4:20 PM,F7.2017-07-17,challenged,3.47,7/17/17,17.67,3.27,non mobile,mobile,rights,ftr,23.92,3.17,non mobile,mobile,rights,ftr,-0.3,-0.2,-0.1,lose,rights.to.rights,ftr.to.ftr,remove
220,F3.m.F7.2017-07-17,die,7,m,4:20 PM,F7.2017-07-17,challenged,3.79,7/17/17,17.67,3.49,mobile,lethargic,ftr,ftr,23.92,3.45,lethargic,non mobile,ftr,ftr,-0.34,-0.3,-0.04,lose,ftr.to.ftr,ftr.to.ftr,remove
221,R2.f.F7.2017-07-17,die,7,f,4:20 PM,F7.2017-07-17,challenged,3.39,7/17/17,17.67,3.17,mobile,mobile,ftr,ftr,23.92,3.07,lethargic,lethargic,ftr,ftr,-0.32,-0.22,-0.1,lose,ftr.to.ftr,ftr.to.ftr,remove
222,R3.f.F7.2017-07-17,die,7,f,4:20 PM,F7.2017-07-17,challenged,3.5,7/17/17,17.67,3.32,mobile,mobile,ftr,ftr,23.92,3.23,mobile,mobile,ftr,ftr,-0.27,-0.18,-0.09,lose,ftr.to.ftr,ftr.to.ftr,remove
